Wall time,Step,Value
1618322702.9294167,67,0.6380839943885803
1618322713.0121691,134,0.7132467031478882
1618322723.0467858,203,0.7051560282707214
1618322733.1258094,273,0.7656612396240234
1618322743.2075212,342,0.7128050923347473
1618322753.3449552,412,0.7419578433036804
1618322763.4264133,482,0.727770984172821
1618322773.5356703,552,0.7436302304267883
1618322783.6154952,622,0.7558000087738037
1618322793.654153,691,0.7605025172233582
1618322803.7311604,761,0.7593590021133423
1618322813.823558,831,0.7583443522453308
1618322814.2731888,834,0.8212290406227112
1618322849.8544998,904,0.741288423538208
1618322859.884752,974,0.7335547804832458
1618322870.0338788,1045,0.7396531105041504
1618322880.0517192,1115,0.766497790813446
1618322890.0894308,1185,0.796974778175354
1618322900.1656175,1255,0.7676291465759277
1618322910.2196236,1325,0.7545493245124817
1618322920.2684054,1395,0.7741372585296631
1618322930.2971997,1465,0.780724823474884
1618322940.3223073,1535,0.76548171043396
1618322950.3395963,1605,0.7654891014099121
1618322959.4395938,1668,0.7934357523918152
1618322995.1243544,1738,0.7972229719161987
1618323005.1777022,1808,0.7669784426689148
1618323015.287168,1878,0.8093714118003845
1618323025.3377104,1948,0.7639020085334778
1618323035.419662,2018,0.7690690755844116
1618323045.5089092,2088,0.7775019407272339
1618323055.5947318,2158,0.7508398294448853
1618323065.6506982,2228,0.7626539468765259
1618323075.6947622,2297,0.7423627972602844
1618323085.710118,2367,0.771694540977478
1618323095.8583717,2438,0.7841559052467346
1618323105.0564387,2502,0.8128114342689514
1618323137.8922935,2572,0.7901053428649902
1618323147.983617,2642,0.7581049203872681
1618323158.0088747,2712,0.7788299918174744
1618323168.021823,2782,0.7965493202209473
1618323178.1657984,2853,0.7797495722770691
1618323188.2460394,2923,0.8006269931793213
1618323198.3274271,2993,0.7853240370750427
1618323208.3472135,3063,0.8036757111549377
1618323218.3834078,3133,0.7719051241874695
1618323228.4423509,3203,0.7968569397926331
1618323238.589815,3274,0.7972705364227295
1618323247.4667578,3336,0.7773534059524536
1618323283.153271,3406,0.8043793439865112
1618323293.166037,3476,0.8197050094604492
1618323303.2995315,3546,0.8191664814949036
1618323313.407577,3615,0.7932400107383728
1618323323.449498,3685,0.8014125823974609
1618323333.4881666,3755,0.7799164056777954
1618323343.6126432,3825,0.7961791157722473
1618323353.6375952,3895,0.8229866623878479
1618323363.7049456,3965,0.8024212718009949
1618323373.7630792,4035,0.7782968282699585
1618323383.8571105,4104,0.8013937473297119
1618323393.5257308,4170,0.7794508337974548
1618323429.6264846,4240,0.8198087215423584
1618323439.7291615,4310,0.8125171661376953
1618323449.8126576,4380,0.7860631942749023
1618323459.9059055,4450,0.823915421962738
1618323469.9935343,4520,0.8181051015853882
1618323480.0434065,4590,0.8351436853408813
1618323490.161272,4660,0.8089986443519592
1618323500.2029905,4730,0.7988722920417786
1618323510.3093817,4800,0.7819811701774597
1618323520.380523,4870,0.8286987543106079
1618323530.4482157,4940,0.7875508069992065
1618323539.675533,5004,0.7613962292671204
1618323572.5870838,5074,0.8116312623023987
1618323582.7174656,5144,0.7977851629257202
1618323592.8700638,5206,0.8187091946601868
1618323602.9710648,5266,0.8131459355354309
1618323613.1095924,5326,0.8071081042289734
1618323623.218052,5386,0.8138066530227661
1618323633.3364887,5446,0.8047814965248108
1618323643.4096022,5505,0.8197696208953857
1618323653.4925866,5565,0.7983706593513489
1618323663.6265864,5625,0.7869452834129333
1618323673.7433956,5685,0.7993718385696411
1618323683.8691108,5748,0.7981200814247131
1618323694.0023544,5819,0.8134240508079529
1618323696.7373786,5838,0.7281964421272278
1618323729.510757,5908,0.8272918462753296
1618323739.6597688,5979,0.803270161151886
1618323749.684473,6049,0.8078502416610718
1618323759.7449927,6119,0.8140947818756104
1618323769.7891173,6189,0.7972389459609985
1618323779.8311388,6259,0.817112147808075
1618323789.8570518,6329,0.8057810068130493
1618323800.0023146,6399,0.7991905212402344
1618323810.1243422,6469,0.8091810941696167
1618323820.1801605,6539,0.799773097038269
1618323830.2572844,6598,0.8244647979736328
1618323840.2902222,6658,0.8057975172996521
1618323842.3023765,6672,0.8305304050445557
1618323878.1591234,6742,0.8262360095977783
1618323888.1852064,6812,0.7985711693763733
1618323898.247491,6882,0.8093484044075012
1618323908.3319278,6952,0.8064123392105103
1618323918.4193301,7021,0.8152664303779602
1618323928.449375,7091,0.7987442016601562
1618323938.4975524,7161,0.8112850785255432
1618323948.5845296,7231,0.8227678537368774
1618323958.651872,7301,0.8413258194923401
1618323968.7255774,7371,0.8152146339416504
1618323978.7848403,7441,0.8214285969734192
1618323988.1894898,7506,0.823314368724823
1618324024.214989,7575,0.8298907279968262
1618324034.2871616,7645,0.8241933584213257
1618324044.3016095,7715,0.8175123333930969
1618324054.3304455,7785,0.8425612449645996
1618324064.402266,7855,0.8155327439308167
1618324074.4377315,7925,0.8089932799339294
1618324084.4909596,7994,0.8381067514419556
1618324094.5849714,8064,0.8393974900245667
1618324104.651254,8134,0.8072025775909424
1618324114.7415838,8204,0.8281208872795105
1618324124.8600612,8274,0.812487781047821
1618324134.3327315,8340,0.814052402973175
1618324167.20457,8410,0.8411019444465637
1618324177.262842,8480,0.8289685249328613
1618324187.2769217,8549,0.8015300631523132
1618324197.3171554,8619,0.8284091949462891
1618324207.3933072,8689,0.8068297505378723
1618324217.421701,8758,0.8278683423995972
1618324227.4380326,8828,0.8391382694244385
1618324237.4579225,8898,0.8025262951850891
1618324247.6088376,8969,0.8087816834449768
1618324257.6894653,9039,0.837751567363739
1618324267.7234137,9109,0.8344424962997437
1618324277.0943034,9174,0.8085442781448364
1618324312.864296,9244,0.8302053809165955
1618324322.8986526,9314,0.8175245523452759
1618324332.9642198,9384,0.8394622206687927
1618324343.037353,9453,0.8345527648925781
1618324353.204087,9515,0.8020210862159729
1618324363.2628062,9575,0.8573634624481201
1618324373.3021107,9635,0.829278290271759
1618324383.4160235,9700,0.8580276370048523
1618324393.4680753,9770,0.8271597027778625
1618324403.5278637,9839,0.8427394032478333
1618324413.64497,9909,0.8240784406661987
1618324423.7211082,9978,0.8507165312767029
1618324428.0970147,10008,0.8458844423294067
1618324460.9256651,10077,0.8418024182319641
1618324471.0626683,10147,0.8293832540512085
1618324481.0764897,10216,0.8219003677368164
1618324491.2094045,10286,0.8382880687713623
1618324501.2430649,10355,0.8573353886604309
1618324511.3790283,10422,0.8501549959182739
1618324521.4962742,10492,0.840855598449707
1618324531.554016,10562,0.8484574556350708
1618324541.6009533,10632,0.8322600722312927
1618324551.617465,10702,0.8261848092079163
1618324561.6353629,10772,0.8401672840118408
1618324571.7607455,10842,0.8528220653533936
1618324604.6852474,10912,0.8418094515800476
1618324614.7347105,10982,0.848500669002533
1618324624.7654397,11052,0.8364830613136292
1618324634.8634923,11122,0.8403334021568298
1618324644.9107869,11192,0.8608695864677429
1618324654.988939,11262,0.8400188088417053
1618324665.0486019,11332,0.8492688536643982
1618324675.0911117,11402,0.8188949823379517
1618324685.185054,11472,0.8293931484222412
1618324695.2019408,11542,0.8503978848457336
1618324705.289169,11612,0.8451541066169739
1618324714.4923286,11676,0.8104639053344727
1618324747.3011873,11746,0.8217089176177979
1618324757.3511496,11816,0.8445485830307007
1618324767.4359562,11886,0.8342205882072449
1618324777.541777,11956,0.8435971140861511
1618324787.5794601,12026,0.8389631509780884
1618324797.602992,12096,0.8544095754623413
1618324807.6216128,12166,0.8539925217628479
1618324817.6637626,12236,0.854454517364502
1618324827.708479,12306,0.8600631356239319
1618324837.7252076,12376,0.8524975776672363
1618324847.8705182,12447,0.8377780318260193
1618324856.8918998,12510,0.8342529535293579
1618324889.746454,12580,0.8444039821624756
1618324899.8878424,12651,0.8408676385879517
1618324909.9553049,12721,0.8200888633728027
1618324920.041761,12791,0.8460901975631714
1618324930.0627444,12860,0.8029735088348389
1618324940.1455688,12930,0.8443316221237183
1618324950.198723,13000,0.8493342995643616
1618324960.304287,13070,0.8419514894485474
1618324970.3386319,13140,0.8376073837280273
1618324980.398824,13210,0.8454338312149048
1618324990.4982436,13280,0.8483803868293762
1618324999.7028232,13344,0.8497547507286072
1618325032.6308668,13414,0.8372690081596375
1618325042.6804562,13484,0.8622410893440247
1618325052.7471159,13554,0.8686252236366272
1618325062.8037777,13624,0.8418061137199402
1618325072.8792248,13694,0.8510039448738098
1618325082.9228334,13764,0.8354952931404114
1618325093.004341,13834,0.8526124358177185
